dataset,algorithm,source_file,build_parameters_json,build_time_s,candidate_counter_source,candidates_examined_mean,effective_parameters_json,index_size_mb,index_size_source,index_time_s,insert_time_s,latency_p50_s,latency_p95_s,latency_p99_s,predicate_evaluations_mean,qps,query_count_total,query_count_valid,query_coverage,query_parameters_json,recall,run_count,source_campaign,source_note,source_returncode,source_selection,source_task_status,valid,wasted_to_useful_mean,merged_query_points,pareto_frontier
artificial-corr-12-original,hnswlib-hnsw,,"[""euclidean"",256,{""M"":32,""efConstruction"":400}]",117.60066628456116,adaptive_postfilter_proxy,34313.3272,"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":400}],""query"":[1600]}",1228.9238204956055,index_file_bytes,110.56500124931335,7.035665035247803,2.8021414279937744,22.428626537322994,28.75769409179688,100.0,4.62181154482651,10000.0,10000.0,1.0,[1600],0.9954870000000001,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,343.133272,5,True
artificial-corr-12-original,hnswlib-hnsw,,"[""euclidean"",256,{""M"":64,""efConstruction"":100}]",48.678218126297,adaptive_postfilter_proxy,34583.1152,"{""build"":[""euclidean"",256,{""M"":64,""efConstruction"":100}],""query"":[1600]}",1470.7403144836426,index_file_bytes,39.63565230369568,9.042565822601318,1.9712841510772705,16.438141691684724,25.73908685684205,100.0,4.6601155811732164,10000.0,10000.0,1.0,[1600],0.981801,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,345.831152,5,True
artificial-corr-12-original,hnswlib-hnsw,,"[""euclidean"",256,{""M"":64,""efConstruction"":400}]",142.05759191513062,adaptive_postfilter_proxy,34279.0744,"{""build"":[""euclidean"",256,{""M"":64,""efConstruction"":400}],""query"":[1600]}",1470.738826751709,index_file_bytes,133.01508712768555,9.042504787445068,2.50021231174469,21.147889935970305,28.3018489265442,100.0,4.619372981414159,10000.0,10000.0,1.0,[1600],0.996718,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,342.79074399999996,5,True
artificial-corr-12-original,irangegraph,<remote_artifact>,"{""M"":32,""efConstruction"":100}",609.318,,,"{""build"":{""M"":32,""efConstruction"":100},""query"":{""efSearch"":1600}}",1409.076431274414,native_serialized_bytes,609.318,,0.004387,0.005201,0.005426,,230.053,10000.0,10000.0,1.0,"{""efSearch"":1600}",0.998718,1.0,main_20260813,completion marker already exists,,unique,complete,1.0,,5,True
artificial-corr-12-original,irangegraph,<remote_artifact>,"{""M"":64,""efConstruction"":400}",2610.55,,,"{""build"":{""M"":64,""efConstruction"":400},""query"":{""efSearch"":1600}}",2129.2767028808594,native_serialized_bytes,2610.55,,0.005809,0.00716805,0.00753002,,174.636,10000.0,10000.0,1.0,"{""efSearch"":1600}",0.999812,1.0,main_20260813,completion marker already exists,,unique,complete,1.0,,5,True
artificial-corr-12-original,milvus-gpu-cagra,,"[""euclidean"",256,{""build_algo"":""NN_DESCENT"",""graph_degree"":32,""intermediate_graph_degree"":64}]",177.21929788589478,,,"{""build"":[""euclidean"",256,{""build_algo"":""NN_DESCENT"",""graph_degree"":32,""intermediate_graph_degree"":64}],""query"":[512,2,0,0,0]}",739.47265625,index_size_raw_kb,90.27951550483704,86.93978238105774,0.0038775205612182617,0.004566943645477294,0.006155817508697538,,190.03322693489423,10000.0,10000.0,1.0,"[512,2,0,0,0]",0.666924,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,True
artificial-corr-12-original,milvus-gpu-ivfpq,,"[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":1024}]",105.3144063949585,,,"{""build"":[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":1024}],""query"":[1024]}",483.34765625,index_size_raw_kb,22.47568941116333,82.83871698379517,0.004425048828125,0.005420494079589843,0.006025855541229249,,182.77138327493728,10000.0,10000.0,1.0,[1024],0.403433,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-gpu-ivfpq,,"[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":512}]",98.05023717880249,,,"{""build"":[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":512}],""query"":[512]}",379.13671875,index_size_raw_kb,18.656945943832397,79.39329123497009,0.004190683364868164,0.005112886428833008,0.005695357322692871,,192.82746737814745,10000.0,10000.0,1.0,[512],0.39520500000000003,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-gpu-ivfpq,,"[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":1024}]",95.0780701637268,,,"{""build"":[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":1024}],""query"":[1024]}",365.25390625,index_size_raw_kb,17.948145627975464,77.12992453575134,0.004257678985595703,0.0051882386207580565,0.0057459139823913576,,190.07257283474436,10000.0,10000.0,1.0,[1024],0.309462,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-hnsw,,"[""euclidean"",256,{""M"":128,""efConstruction"":400}]",194.80971217155457,,,"{""build"":[""euclidean"",256,{""M"":128,""efConstruction"":400}],""query"":[1600]}",2785.01171875,index_size_raw_kb,114.08798933029175,80.72172284126282,0.037491798400878906,0.08917363882064817,0.10328109979629517,,21.995298399603527,10000.0,10000.0,1.0,[1600],0.9994740000000002,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,True
artificial-corr-12-original,milvus-hnsw,,"[""euclidean"",256,{""M"":64,""efConstruction"":100}]",133.54601573944092,,,"{""build"":[""euclidean"",256,{""M"":64,""efConstruction"":100}],""query"":[1600]}",1412.40234375,index_size_raw_kb,50.89233064651489,82.65368509292603,0.032213687896728516,0.08173513412475583,0.0965576195716858,,24.86889502346565,10000.0,10000.0,1.0,[1600],0.9959350000000002,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,True
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":1024}]",114.94757652282715,,,"{""build"":[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":1024}],""query"":[256]}",522.05859375,index_size_raw_kb,35.81083297729492,79.13674354553223,0.004516124725341797,0.005397653579711913,0.0060649704933166525,,182.15806902365242,10000.0,10000.0,1.0,[256],0.402221,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":128}]",99.65592217445374,,,"{""build"":[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":128}],""query"":[128]}",381.13671875,index_size_raw_kb,21.662778854370117,77.99314332008362,0.013385295867919922,0.017693030834197994,0.019065868854522706,,67.15354640258039,10000.0,10000.0,1.0,[128],0.382349,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":512}]",106.76231694221497,,,"{""build"":[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":512}],""query"":[512]}",462.62890625,index_size_raw_kb,27.310001134872437,79.45231580734253,0.013857007026672363,0.017973005771636963,0.019392993450164795,,65.11790517514629,10000.0,10000.0,1.0,[512],0.390113,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":128}]",94.13067770004272,,,"{""build"":[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":128}],""query"":[128]}",374.1875,index_size_raw_kb,14.340113401412964,79.79056429862976,0.010723710060119629,0.014421939849853516,0.016428718566894533,,81.96360173332795,10000.0,10000.0,1.0,[128],0.22385300000000002,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":128}]",96.99805784225464,,,"{""build"":[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":128}],""query"":[128]}",394.015625,index_size_raw_kb,16.86391854286194,80.1341392993927,0.011236429214477539,0.015075397491455072,0.017106809616088868,,78.20143917961656,10000.0,10000.0,1.0,[128],0.286032,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,pgvector-hnsw,,"[""euclidean"",{""M"":100,""efConstruction"":100}]",35043.75660800934,,,"{""build"":[""euclidean"",{""M"":100,""efConstruction"":100}],""query"":[1000]}",,missing_or_nonpositive,0.00045680999755859375,35043.75615119934,5.734552383422852,6.459100222587585,6.792136340141297,,4.87966492856514,10000.0,10000.0,1.0,[1000],0.763242,1.0,main_hdf5_20260813,,127.0,unique,failed,1.0,,5,True
artificial-corr-12-original,pgvector-hnsw,,"[""euclidean"",{""M"":100,""efConstruction"":400}]",50405.13404250145,,,"{""build"":[""euclidean"",{""M"":100,""efConstruction"":400}],""query"":[1000]}",,missing_or_nonpositive,0.00030922889709472656,50405.13373327255,5.009842276573181,5.5761533856391905,5.825372474193573,,5.576386515052072,10000.0,10000.0,1.0,[1000],0.768256,1.0,main_hdf5_20260813,,127.0,unique,failed,1.0,,5,True
artificial-corr-12-original,pgvector-hnsw,,"[""euclidean"",{""M"":32,""efConstruction"":100}]",5382.0568470954895,,,"{""build"":[""euclidean"",{""M"":32,""efConstruction"":100}],""query"":[800]}",,missing_or_nonpositive,0.0002989768981933594,5382.056548118591,3.0373752117156982,3.406527841091156,3.5580300092697144,,9.19602422851275,10000.0,10000.0,1.0,[800],0.685066,1.0,main_hdf5_20260813,,127.0,unique,failed,1.0,,5,True
artificial-corr-12-original,pgvector-hnsw,,"[""euclidean"",{""M"":32,""efConstruction"":400}]",11978.323528051376,,,"{""build"":[""euclidean"",{""M"":32,""efConstruction"":400}],""query"":[1000]}",,missing_or_nonpositive,0.0002956390380859375,11978.323232412338,2.899110436439514,3.2072794079780578,3.351059701442719,,9.626942235223948,10000.0,10000.0,1.0,[1000],0.699109,1.0,main_hdf5_20260813,,127.0,unique,failed,1.0,,5,True
artificial-corr-12-original,pgvector-hnsw,,"[""euclidean"",{""M"":64,""efConstruction"":100}]",13212.81263756752,,,"{""build"":[""euclidean"",{""M"":64,""efConstruction"":100}],""query"":[1000]}",,missing_or_nonpositive,0.00018930435180664062,13212.812448263168,3.7084938287734985,4.124115371704101,4.291663691997528,,7.522085150251256,10000.0,10000.0,1.0,[1000],0.724577,1.0,main_hdf5_20260813,,127.0,unique,failed,1.0,,5,True
artificial-corr-12-original,pgvector-hnsw,,"[""euclidean"",{""M"":64,""efConstruction"":400}]",35009.529467344284,,,"{""build"":[""euclidean"",{""M"":64,""efConstruction"":400}],""query"":[1000]}",,missing_or_nonpositive,0.0006670951843261719,35009.5288002491,3.785773515701294,4.231584513187408,4.383183515071869,,7.371551421408112,10000.0,10000.0,1.0,[1000],0.7358469999999999,1.0,main_hdf5_20260813,,127.0,unique,failed,1.0,,5,True
artificial-corr-12-original,qdrant,,"[""euclidean"",{""M"":64,""efConstruction"":400}]",358.12041544914246,,,"{""build"":[""euclidean"",{""M"":64,""efConstruction"":400}],""query"":[800,true]}",1200.89453125,index_size_raw_kb,6.0262627601623535,352.0941526889801,0.20370221138000488,0.20833619832992553,0.21284415721893313,,4.861631497344506,10000.0,10000.0,1.0,"[800,true]",0.9999950000000001,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,5,True
artificial-corr-12-original,rangepq,<remote_artifact>,"{""L_eval"":60000,""L_values"":[10000,20000,40000,60000,80000],""cz"":4096,""iters"":200,""l"":1,""m"":4,""nbits"":8,""nlist"":200,""primary_dim"":0,""ratio"":15.0,""rerank_ratio"":20,""topk"":100}",113.305042,rangepq_L_used,60000.0,"{""build"":{""L_eval"":60000,""L_values"":[10000,20000,40000,60000,80000],""cz"":4096,""iters"":200,""l"":1,""m"":4,""nbits"":8,""nlist"":200,""primary_dim"":0,""ratio"":15.0,""rerank_ratio"":20,""topk"":100},""query"":{""L"":60000}}",986.9252624511719,native_serialized_bytes,83.776925,29.519971,0.018920421600341797,0.01972390413284302,0.02079967260360718,,52.82560155305785,10000.0,10000.0,1.0,"{""L"":60000}",0.980402999999949,1.0,main_20260813,completion marker already exists,,unique,complete,1.0,,1,True
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":1600,""m"":32}]",517.0768480300903,,,"{""build"":[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":1600,""m"":32}],""query"":[]}",,missing_or_nonpositive,16.066102266311646,501.0107457637787,0.2535881996154785,0.2622709274291992,0.27059973001480103,,3.917708991220747,10000.0,10000.0,1.0,[],0.9999969999999999,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,True
artificial-corr-12-original,vearch-hnsw,,"[""euclidean"",256,{""efConstruction"":100,""nlinks"":32}]",462.0501551628113,,,"{""build"":[""euclidean"",256,{""efConstruction"":100,""nlinks"":32}],""query"":[1600]}",1293.859375,index_size_raw_kb,15.063340425491333,446.98681473731995,0.08903145790100098,0.1604290723800659,0.16576211214065553,,9.522266748776381,10000.0,10000.0,1.0,[1600],0.561339,1.0,failed_fix_20260903,,0.0,"highest completion status, then repair priority",complete,1.0,,5,True
artificial-corr-12-original,vearch-hnsw,,"[""euclidean"",256,{""efConstruction"":400,""nlinks"":128}]",621.2826843261719,,,"{""build"":[""euclidean"",256,{""efConstruction"":400,""nlinks"":128}],""query"":[1600]}",1.7734375,index_size_raw_kb,9.0399329662323,612.2427513599396,0.09645044803619385,0.17450594902038571,0.18330100774765018,,8.705173976381422,10000.0,10000.0,1.0,[1600],0.6969259999999999,1.0,failed_fix_20260903,,0.0,"highest completion status, then repair priority",complete,1.0,,5,True
artificial-corr-12-original,vearch-hnsw,,"[""euclidean"",256,{""efConstruction"":400,""nlinks"":64}]",565.6878821849823,,,"{""build"":[""euclidean"",256,{""efConstruction"":400,""nlinks"":64}],""query"":[1600]}",1.2265625,index_size_raw_kb,9.039735078811646,556.6481471061707,0.09619307518005371,0.17224591970443726,0.18034411668777467,,8.611603921123427,10000.0,10000.0,1.0,[1600],0.678803,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,5,True
artificial-corr-12-original,vearch-ivfpq,,"[""euclidean"",256,{""ncentroids"":1024,""nsubvector"":16}]",422.35971546173096,,,"{""build"":[""euclidean"",256,{""ncentroids"":1024,""nsubvector"":16}],""query"":[1024]}",,missing_or_nonpositive,7.031531095504761,415.3281843662262,0.07875585556030273,0.0816367506980896,0.08294655561447144,,12.393485605350234,10000.0,10000.0,1.0,[1024],0.400808,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,4,True
artificial-corr-12-original,weaviate-hnsw,,"[""euclidean"",{""M"":32,""efConstruction"":100}]",162.0203139781952,,,"{""build"":[""euclidean"",{""M"":32,""efConstruction"":100}],""query"":[1600]}",1.15625,index_size_raw_kb,10.04366159439087,151.97665238380432,0.8902244567871094,1.1970456123352047,1.2832251429557802,,1.068997575779073,10000.0,10000.0,1.0,[1600],0.9991770000000001,1.0,main_hdf5_20260813,,127.0,unique,failed,1.0,,5,True
