dataset,algorithm,source_file,build_parameters_json,build_time_s,candidate_counter_source,candidates_examined_mean,effective_parameters_json,index_size_mb,index_size_source,index_time_s,insert_time_s,latency_p50_s,latency_p95_s,latency_p99_s,predicate_evaluations_mean,qps,query_count_total,query_count_valid,query_coverage,query_parameters_json,recall,run_count,source_campaign,source_note,source_returncode,source_selection,source_task_status,valid,wasted_to_useful_mean,merged_query_points,pareto_frontier
artificial-corr-12-original,elasticsearch-hnsw,,"[""euclidean"",256,{""M"":128,""efConstruction"":400}]",705.7165577411652,,,"{""build"":[""euclidean"",256,{""M"":128,""efConstruction"":400}],""query"":[1600]}",4.265625,index_size_raw_kb,14.05479884147644,691.6617588996887,0.5892701148986816,1.0786304354667662,1.3735606217384344,,44.1817297219949,10000.0,10000.0,1.0,[1600],0.9999969999999999,1.0,main_hdf5_20260813,,,unique,complete,1.0,,5,False
artificial-corr-12-original,elasticsearch-hnsw,,"[""euclidean"",256,{""M"":32,""efConstruction"":100}]",559.880095243454,,,"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":100}],""query"":[1600]}",2.12109375,index_size_raw_kb,14.059678792953491,545.8204164505005,0.5967130661010742,1.0743878722190854,1.3761840176582347,,43.97370883184518,10000.0,10000.0,1.0,[1600],0.999966,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,True
artificial-corr-12-original,elasticsearch-hnsw,,"[""euclidean"",256,{""M"":32,""efConstruction"":400}]",699.4883887767792,,,"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":400}],""query"":[1600]}",,missing_or_nonpositive,14.054503917694092,685.4338848590851,0.594436764717102,1.0872845053672788,1.3848614525794987,,44.2009597921467,10000.0,10000.0,1.0,[1600],0.9999969999999999,1.0,main_hdf5_20260813,,,unique,complete,1.0,,5,False
artificial-corr-12-original,elasticsearch-hnsw,,"[""euclidean"",256,{""M"":64,""efConstruction"":100}]",564.155844449997,,,"{""build"":[""euclidean"",256,{""M"":64,""efConstruction"":100}],""query"":[1600]}",0.3515625,index_size_raw_kb,14.05528450012207,550.1005599498749,0.5672447681427002,1.044757723808288,1.3732994604110722,,44.02675143909432,10000.0,10000.0,1.0,[1600],0.9999650000000001,1.0,main_hdf5_20260813,,,unique,complete,1.0,,5,False
artificial-corr-12-original,elasticsearch-hnsw,,"[""euclidean"",256,{""M"":64,""efConstruction"":400}]",704.4288063049316,,,"{""build"":[""euclidean"",256,{""M"":64,""efConstruction"":400}],""query"":[1600]}",,missing_or_nonpositive,14.05829405784607,690.3705122470856,0.5498620271682739,1.0724037051200859,1.4060198831558228,,45.424653624621506,10000.0,10000.0,1.0,[1600],0.9999969999999999,1.0,main_hdf5_20260813,,,unique,complete,1.0,,5,False
artificial-corr-12-original,faiss-hnsw,,"[""euclidean"",256,{""M"":128,""efConstruction"":400}]",154.96894216537476,adaptive_postfilter_proxy,43772.4697,"{""build"":[""euclidean"",256,{""M"":128,""efConstruction"":400}],""query"":[1600]}",1950.6830959320068,index_file_bytes,147.93357801437378,7.035364151000977,2.891438364982605,33.23466711044311,42.84742824077606,89.7253,3.650958025372703,10000.0,10000.0,1.0,[1600],0.740711,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,487.84980044647386,5,False
artificial-corr-12-original,faiss-hnsw,,"[""euclidean"",256,{""M"":32,""efConstruction"":100}]",47.735048055648804,adaptive_postfilter_proxy,44599.1049,"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":100}],""query"":[1600]}",1224.9589862823486,index_file_bytes,38.692644357681274,9.04240369796753,2.9843926429748535,29.750274157524103,35.428333148956305,82.3544,3.4557816890988597,10000.0,10000.0,1.0,[1600],0.6537890000000001,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,541.5509663114539,5,True
artificial-corr-12-original,faiss-hnsw,,"[""euclidean"",256,{""M"":32,""efConstruction"":400}]",124.54615902900696,adaptive_postfilter_proxy,45039.3056,"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":400}],""query"":[1600]}",1224.9589862823486,index_file_bytes,117.51109552383423,7.0350635051727295,2.809083938598633,35.5302134156227,44.074603536129,86.7141,3.308416221124421,10000.0,10000.0,1.0,[1600],0.711557,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,519.4000237562287,5,False
artificial-corr-12-original,faiss-hnsw,,"[""euclidean"",256,{""M"":64,""efConstruction"":100}]",73.18725657463074,adaptive_postfilter_proxy,51042.7136,"{""build"":[""euclidean"",256,{""M"":64,""efConstruction"":100}],""query"":[1600]}",1466.8393459320068,index_file_bytes,64.14212846755981,9.045128107070923,2.9629945755004883,38.14863255023956,47.423116002082836,87.6645,3.158127432441972,10000.0,10000.0,1.0,[1600],0.741765,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,582.2506670316947,5,True
artificial-corr-12-original,faiss-hnsw,,"[""euclidean"",256,{""M"":64,""efConstruction"":400}]",147.7656445503235,adaptive_postfilter_proxy,44588.7902,"{""build"":[""euclidean"",256,{""M"":64,""efConstruction"":400}],""query"":[1600]}",1466.8393459320068,index_file_bytes,136.71520709991455,11.050437450408936,2.853468418121338,31.968446397781367,40.460269343853014,88.9941,3.753760960512107,10000.0,10000.0,1.0,[1600],0.736945,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,501.03085710176293,5,False
artificial-corr-12-original,hnswlib-hnsw,,"[""euclidean"",256,{""M"":128,""efConstruction"":400}]",165.94027519226074,adaptive_postfilter_proxy,34276.6934,"{""build"":[""euclidean"",256,{""M"":128,""efConstruction"":400}],""query"":[1600]}",1954.5131721496582,index_file_bytes,158.90257263183594,7.037702560424805,2.735451579093933,25.964153432846064,34.06368494749073,100.0,4.290724209778878,10000.0,10000.0,1.0,[1600],0.996835,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,342.766934,5,False
artificial-corr-12-original,hnswlib-hnsw,,"[""euclidean"",256,{""M"":32,""efConstruction"":100}]",45.956775426864624,adaptive_postfilter_proxy,34632.8184,"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":100}],""query"":[1600]}",1228.9231910705566,index_file_bytes,36.912477254867554,9.04429817199707,1.8417624235153198,15.56067363023757,24.5471017241478,100.0,4.646664361661199,10000.0,10000.0,1.0,[1600],0.9804,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,346.32818399999996,5,True
artificial-corr-12-original,hnswlib-hnsw,,"[""euclidean"",256,{""M"":32,""efConstruction"":400}]",117.60066628456116,adaptive_postfilter_proxy,34313.3272,"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":400}],""query"":[1600]}",1228.9238204956055,index_file_bytes,110.56500124931335,7.035665035247803,2.8021414279937744,22.428626537322994,28.75769409179688,100.0,4.62181154482651,10000.0,10000.0,1.0,[1600],0.9954870000000001,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,343.133272,5,True
artificial-corr-12-original,hnswlib-hnsw,,"[""euclidean"",256,{""M"":64,""efConstruction"":100}]",48.678218126297,adaptive_postfilter_proxy,34583.1152,"{""build"":[""euclidean"",256,{""M"":64,""efConstruction"":100}],""query"":[1600]}",1470.7403144836426,index_file_bytes,39.63565230369568,9.042565822601318,1.9712841510772705,16.438141691684724,25.73908685684205,100.0,4.6601155811732164,10000.0,10000.0,1.0,[1600],0.981801,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,345.831152,5,True
artificial-corr-12-original,hnswlib-hnsw,,"[""euclidean"",256,{""M"":64,""efConstruction"":400}]",142.05759191513062,adaptive_postfilter_proxy,34279.0744,"{""build"":[""euclidean"",256,{""M"":64,""efConstruction"":400}],""query"":[1600]}",1470.738826751709,index_file_bytes,133.01508712768555,9.042504787445068,2.50021231174469,21.147889935970305,28.3018489265442,100.0,4.619372981414159,10000.0,10000.0,1.0,[1600],0.996718,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,342.79074399999996,5,True
artificial-corr-12-original,irangegraph,<remote_artifact>,"{""M"":128,""efConstruction"":400}",2873.59,,,"{""build"":{""M"":128,""efConstruction"":400},""query"":{""efSearch"":1600}}",2908.5651473999023,native_serialized_bytes,2873.59,,0.006647,0.00828,0.00873801,,152.718,10000.0,10000.0,1.0,"{""efSearch"":1600}",0.999822,1.0,main_20260813,completion marker already exists,,unique,complete,1.0,,5,False
artificial-corr-12-original,irangegraph,<remote_artifact>,"{""M"":32,""efConstruction"":100}",609.318,,,"{""build"":{""M"":32,""efConstruction"":100},""query"":{""efSearch"":1600}}",1409.076431274414,native_serialized_bytes,609.318,,0.004387,0.005201,0.005426,,230.053,10000.0,10000.0,1.0,"{""efSearch"":1600}",0.998718,1.0,main_20260813,completion marker already exists,,unique,complete,1.0,,5,True
artificial-corr-12-original,irangegraph,<remote_artifact>,"{""M"":32,""efConstruction"":400}",2077.21,,,"{""build"":{""M"":32,""efConstruction"":400},""query"":{""efSearch"":1600}}",1495.473159790039,native_serialized_bytes,2077.21,,0.0049335,0.005882,0.00617303,,204.097,10000.0,10000.0,1.0,"{""efSearch"":1600}",0.999486,1.0,main_20260813,completion marker already exists,,unique,complete,1.0,,5,False
artificial-corr-12-original,irangegraph,<remote_artifact>,"{""M"":64,""efConstruction"":100}",774.037,,,"{""build"":{""M"":64,""efConstruction"":100},""query"":{""efSearch"":1600}}",1914.8371086120605,native_serialized_bytes,774.037,,0.0061915,0.0076941,0.008627,,161.964,10000.0,10000.0,1.0,"{""efSearch"":1600}",0.999201,1.0,main_20260813,completion marker already exists,,unique,complete,1.0,,5,False
artificial-corr-12-original,irangegraph,<remote_artifact>,"{""M"":64,""efConstruction"":400}",2610.55,,,"{""build"":{""M"":64,""efConstruction"":400},""query"":{""efSearch"":1600}}",2129.2767028808594,native_serialized_bytes,2610.55,,0.005809,0.00716805,0.00753002,,174.636,10000.0,10000.0,1.0,"{""efSearch"":1600}",0.999812,1.0,main_20260813,completion marker already exists,,unique,complete,1.0,,5,True
artificial-corr-12-original,milvus-gpu-cagra,,"[""euclidean"",256,{""build_algo"":""IVF_PQ"",""graph_degree"":128,""intermediate_graph_degree"":256}]",390.2023649215698,,,"{""build"":[""euclidean"",256,{""build_algo"":""IVF_PQ"",""graph_degree"":128,""intermediate_graph_degree"":256}],""query"":[512,2,0,0,0]}",,missing_or_nonpositive,302.4365200996399,87.76584482192993,0.004015326499938965,0.004834210872650146,0.00612164735794068,,209.03560267007595,10000.0,10000.0,1.0,"[512,2,0,0,0]",0.512698,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,False
artificial-corr-12-original,milvus-gpu-cagra,,"[""euclidean"",256,{""build_algo"":""IVF_PQ"",""graph_degree"":32,""intermediate_graph_degree"":64}]",183.14714241027832,,,"{""build"":[""euclidean"",256,{""build_algo"":""IVF_PQ"",""graph_degree"":32,""intermediate_graph_degree"":64}],""query"":[512,2,0,0,0]}",211.953125,index_size_raw_kb,97.4073543548584,85.73978805541992,0.004034280776977539,0.1316568374633789,0.13591176509857178,,70.01965873409083,10000.0,10000.0,1.0,"[512,2,0,0,0]",0.667651,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,False
artificial-corr-12-original,milvus-gpu-cagra,,"[""euclidean"",256,{""build_algo"":""IVF_PQ"",""graph_degree"":64,""intermediate_graph_degree"":128}]",341.06338477134705,,,"{""build"":[""euclidean"",256,{""build_algo"":""IVF_PQ"",""graph_degree"":64,""intermediate_graph_degree"":128}],""query"":[512,2,0,0,0]}",126.2265625,index_size_raw_kb,254.84174418449402,86.22164058685303,0.00384366512298584,0.004750502109527588,0.005763134956359865,,220.05026652815215,10000.0,10000.0,1.0,"[512,2,0,0,0]",0.5053719999999999,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,False
artificial-corr-12-original,milvus-gpu-cagra,,"[""euclidean"",256,{""build_algo"":""NN_DESCENT"",""graph_degree"":128,""intermediate_graph_degree"":256}]",353.6666040420532,,,"{""build"":[""euclidean"",256,{""build_algo"":""NN_DESCENT"",""graph_degree"":128,""intermediate_graph_degree"":256}],""query"":[512,4,0,0,0]}",187.57421875,index_size_raw_kb,272.11168813705444,81.55491590499878,0.004809737205505371,0.005700409412384032,0.011007473468780542,,154.96631580255732,10000.0,10000.0,1.0,"[512,4,0,0,0]",0.518351,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,False
artificial-corr-12-original,milvus-gpu-cagra,,"[""euclidean"",256,{""build_algo"":""NN_DESCENT"",""graph_degree"":32,""intermediate_graph_degree"":64}]",177.21929788589478,,,"{""build"":[""euclidean"",256,{""build_algo"":""NN_DESCENT"",""graph_degree"":32,""intermediate_graph_degree"":64}],""query"":[512,2,0,0,0]}",739.47265625,index_size_raw_kb,90.27951550483704,86.93978238105774,0.0038775205612182617,0.004566943645477294,0.006155817508697538,,190.03322693489423,10000.0,10000.0,1.0,"[512,2,0,0,0]",0.666924,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,True
artificial-corr-12-original,milvus-gpu-cagra,,"[""euclidean"",256,{""build_algo"":""NN_DESCENT"",""graph_degree"":64,""intermediate_graph_degree"":128}]",286.99402618408203,,,"{""build"":[""euclidean"",256,{""build_algo"":""NN_DESCENT"",""graph_degree"":64,""intermediate_graph_degree"":128}],""query"":[512,2,0,0,0]}",1343.4609375,index_size_raw_kb,201.59922647476196,85.39479970932007,0.0038613080978393555,0.004784345626831055,0.005502777099609377,,218.33651374803247,10000.0,10000.0,1.0,"[512,2,0,0,0]",0.4860870000000001,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,False
artificial-corr-12-original,milvus-gpu-ivfpq,,"[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":1024}]",105.3144063949585,,,"{""build"":[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":1024}],""query"":[1024]}",483.34765625,index_size_raw_kb,22.47568941116333,82.83871698379517,0.004425048828125,0.005420494079589843,0.006025855541229249,,182.77138327493728,10000.0,10000.0,1.0,[1024],0.403433,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-gpu-ivfpq,,"[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":128}]",105.24239563941956,,,"{""build"":[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":128}],""query"":[128]}",130.20703125,index_size_raw_kb,21.974222898483276,83.26817274093628,0.0041239261627197266,0.005093622207641601,0.005642442703247071,,195.04925692985353,10000.0,10000.0,1.0,[128],0.39264800000000005,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,False
artificial-corr-12-original,milvus-gpu-ivfpq,,"[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":512}]",98.05023717880249,,,"{""build"":[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":512}],""query"":[512]}",379.13671875,index_size_raw_kb,18.656945943832397,79.39329123497009,0.004190683364868164,0.005112886428833008,0.005695357322692871,,192.82746737814745,10000.0,10000.0,1.0,[512],0.39520500000000003,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-gpu-ivfpq,,"[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":1024}]",97.71718406677246,,,"{""build"":[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":1024}],""query"":[1024]}",351.37890625,index_size_raw_kb,17.855811595916748,79.86137247085571,0.004351615905761719,0.005308628082275391,0.005869910717010499,,186.23227312197358,10000.0,10000.0,1.0,[1024],0.24989,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,False
artificial-corr-12-original,milvus-gpu-ivfpq,,"[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":128}]",105.13081479072571,,,"{""build"":[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":128}],""query"":[128]}",290.609375,index_size_raw_kb,21.669121980667114,83.4616928100586,0.004003405570983887,0.004958927631378173,0.005522274971008301,,200.53899811929713,10000.0,10000.0,1.0,[128],0.22911099999999995,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,False
artificial-corr-12-original,milvus-gpu-ivfpq,,"[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":512}]",100.87258744239807,,,"{""build"":[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":512}],""query"":[512]}",218.31640625,index_size_raw_kb,19.768110752105713,81.10447669029236,0.004203319549560547,0.005187046527862549,0.0057685661315917975,,191.1637067164248,10000.0,10000.0,1.0,[512],0.245126,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,False
artificial-corr-12-original,milvus-gpu-ivfpq,,"[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":1024}]",95.0780701637268,,,"{""build"":[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":1024}],""query"":[1024]}",365.25390625,index_size_raw_kb,17.948145627975464,77.12992453575134,0.004257678985595703,0.0051882386207580565,0.0057459139823913576,,190.07257283474436,10000.0,10000.0,1.0,[1024],0.309462,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-gpu-ivfpq,,"[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":128}]",97.39450216293335,,,"{""build"":[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":128}],""query"":[128]}",390.12890625,index_size_raw_kb,17.753735542297363,79.64076662063599,0.004057526588439941,0.004960560798645019,0.005567431449890139,,198.33929111615237,10000.0,10000.0,1.0,[128],0.287839,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,False
artificial-corr-12-original,milvus-gpu-ivfpq,,"[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":512}]",105.66839694976807,,,"{""build"":[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":512}],""query"":[512]}",293.4140625,index_size_raw_kb,22.27646541595459,83.39193153381348,0.004233956336975098,0.00521087646484375,0.00576070785522461,,190.0590241664507,10000.0,10000.0,1.0,[512],0.300817,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,False
artificial-corr-12-original,milvus-hnsw,,"[""euclidean"",256,{""M"":128,""efConstruction"":400}]",194.80971217155457,,,"{""build"":[""euclidean"",256,{""M"":128,""efConstruction"":400}],""query"":[1600]}",2785.01171875,index_size_raw_kb,114.08798933029175,80.72172284126282,0.037491798400878906,0.08917363882064817,0.10328109979629517,,21.995298399603527,10000.0,10000.0,1.0,[1600],0.9994740000000002,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,True
artificial-corr-12-original,milvus-hnsw,,"[""euclidean"",256,{""M"":32,""efConstruction"":100}]",184.57564544677734,,,"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":100}],""query"":[1600]}",1756.2734375,index_size_raw_kb,103.87855386734009,80.69709157943726,0.03150498867034912,0.07998752593994138,0.09350776672363285,,25.336777410095845,10000.0,10000.0,1.0,[1600],0.995585,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,False
artificial-corr-12-original,milvus-hnsw,,"[""euclidean"",256,{""M"":32,""efConstruction"":400}]",229.9411792755127,,,"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":400}],""query"":[1600]}",1730.71875,index_size_raw_kb,151.77073693275452,78.17044234275818,0.034313321113586426,0.08375703096389771,0.0979062581062317,,23.673094285855942,10000.0,10000.0,1.0,[1600],0.999353,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,False
artificial-corr-12-original,milvus-hnsw,,"[""euclidean"",256,{""M"":64,""efConstruction"":100}]",133.54601573944092,,,"{""build"":[""euclidean"",256,{""M"":64,""efConstruction"":100}],""query"":[1600]}",1412.40234375,index_size_raw_kb,50.89233064651489,82.65368509292603,0.032213687896728516,0.08173513412475583,0.0965576195716858,,24.86889502346565,10000.0,10000.0,1.0,[1600],0.9959350000000002,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,True
artificial-corr-12-original,milvus-hnsw,,"[""euclidean"",256,{""M"":64,""efConstruction"":400}]",256.0227117538452,,,"{""build"":[""euclidean"",256,{""M"":64,""efConstruction"":400}],""query"":[1600]}",2488.3203125,index_size_raw_kb,178.90846347808838,77.11424827575684,0.03665173053741455,0.08581986427307126,0.09982950687408451,,22.628497025278104,10000.0,10000.0,1.0,[1600],0.999499,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,5,False
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":1024}]",114.94757652282715,,,"{""build"":[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":1024}],""query"":[256]}",522.05859375,index_size_raw_kb,35.81083297729492,79.13674354553223,0.004516124725341797,0.005397653579711913,0.0060649704933166525,,182.15806902365242,10000.0,10000.0,1.0,[256],0.402221,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":128}]",99.65592217445374,,,"{""build"":[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":128}],""query"":[128]}",381.13671875,index_size_raw_kb,21.662778854370117,77.99314332008362,0.013385295867919922,0.017693030834197994,0.019065868854522706,,67.15354640258039,10000.0,10000.0,1.0,[128],0.382349,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":512}]",106.76231694221497,,,"{""build"":[""euclidean"",256,{""m"":16,""nbits"":8,""nlist"":512}],""query"":[512]}",462.62890625,index_size_raw_kb,27.310001134872437,79.45231580734253,0.013857007026672363,0.017973005771636963,0.019392993450164795,,65.11790517514629,10000.0,10000.0,1.0,[512],0.390113,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":1024}]",107.46211981773376,,,"{""build"":[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":1024}],""query"":[256]}",420.828125,index_size_raw_kb,26.58909845352173,80.87302136421204,0.003825664520263672,0.005517601966857908,0.00784421443939209,,202.71543337732933,10000.0,10000.0,1.0,[256],0.254134,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,False
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":128}]",94.13067770004272,,,"{""build"":[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":128}],""query"":[128]}",374.1875,index_size_raw_kb,14.340113401412964,79.79056429862976,0.010723710060119629,0.014421939849853516,0.016428718566894533,,81.96360173332795,10000.0,10000.0,1.0,[128],0.22385300000000002,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
