"workload_id","dataset","algorithm","parameter_group","record_count","build_time_s","build_time_min_s","build_time_max_s","data_load_s","insert_time_s","index_time_s","index_size","data_size","memory","memory_unit","status","source","source_path","notes"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:512, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","198.418","198.418","198.418",,"65.4411","132.977","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:512, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","198.418","198.418","198.418",,"65.4411","132.977","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:512, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","198.418","198.418","198.418",,"65.4411","132.977","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:512, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","198.418","198.418","198.418",,"65.4411","132.977","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:512, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","198.418","198.418","198.418",,"65.4411","132.977","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:256, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","158.026","158.026","158.026",,"63.9736","94.0519","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:256, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","158.026","158.026","158.026",,"63.9736","94.0519","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:256, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","158.026","158.026","158.026",,"63.9736","94.0519","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:256, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","158.026","158.026","158.026",,"63.9736","94.0519","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:256, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","158.026","158.026","158.026",,"63.9736","94.0519","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:512, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","158.026","158.026","158.026",,"63.9736","94.0519","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:512, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","158.026","158.026","158.026",,"63.9736","94.0519","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:512, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","158.026","158.026","158.026",,"63.9736","94.0519","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:512, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","158.026","158.026","158.026",,"63.9736","94.0519","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:512, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","158.026","158.026","158.026",,"63.9736","94.0519","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:256, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","174.672","174.672","174.672",,"64.8285","109.844","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:256, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","174.672","174.672","174.672",,"64.8285","109.844","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:256, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","174.672","174.672","174.672",,"64.8285","109.844","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:256, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","174.672","174.672","174.672",,"64.8285","109.844","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:256, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","174.672","174.672","174.672",,"64.8285","109.844","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:512, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","174.672","174.672","174.672",,"64.8285","109.844","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:512, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","174.672","174.672","174.672",,"64.8285","109.844","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:512, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","174.672","174.672","174.672",,"64.8285","109.844","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:512, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","174.672","174.672","174.672",,"64.8285","109.844","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:512, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","174.672","174.672","174.672",,"64.8285","109.844","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:256, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","118.411","118.411","118.411",,"63.572","54.8388","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:256, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","118.411","118.411","118.411",,"63.572","54.8388","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:256, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","118.411","118.411","118.411",,"63.572","54.8388","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:256, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","118.411","118.411","118.411",,"63.572","54.8388","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:256, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","118.411","118.411","118.411",,"63.572","54.8388","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:512, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","118.411","118.411","118.411",,"63.572","54.8388","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:512, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","118.411","118.411","118.411",,"63.572","54.8388","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:512, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","118.411","118.411","118.411",,"63.572","54.8388","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:512, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","118.411","118.411","118.411",,"63.572","54.8388","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:512, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","118.411","118.411","118.411",,"63.572","54.8388","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:256, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","179.039","179.039","179.039",,"63.2393","115.799","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:256, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","179.039","179.039","179.039",,"63.2393","115.799","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:256, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","179.039","179.039","179.039",,"63.2393","115.799","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:256, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","179.039","179.039","179.039",,"63.2393","115.799","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:256, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","179.039","179.039","179.039",,"63.2393","115.799","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:512, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","179.039","179.039","179.039",,"63.2393","115.799","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:512, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","179.039","179.039","179.039",,"63.2393","115.799","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:512, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","179.039","179.039","179.039",,"63.2393","115.799","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:512, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","179.039","179.039","179.039",,"63.2393","115.799","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:512, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","179.039","179.039","179.039",,"63.2393","115.799","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:256, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","146.358","146.358","146.358",,"65.5527","80.8049","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:256, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","146.358","146.358","146.358",,"65.5527","80.8049","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:256, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","146.358","146.358","146.358",,"65.5527","80.8049","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:256, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","146.358","146.358","146.358",,"65.5527","80.8049","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:256, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","146.358","146.358","146.358",,"65.5527","80.8049","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:512, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","146.358","146.358","146.358",,"65.5527","80.8049","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:512, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","146.358","146.358","146.358",,"65.5527","80.8049","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S1","msong-1filter-80a","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:512, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","146.358","146.358","146.358",,"65.5527","80.8049","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
