"server","campaign","dataset","condition","algorithm","parameter_group","record_count","build_time_s","build_time_min_s","build_time_max_s","data_load_s","insert_time_s","index_time_s","index_size","data_size","status","source","source_path","notes"
"153","single_thread_range","reviewer-wide","wide","FAISS-hnsw","filter=wide;M=32;efC=400","1","2245.3551156520844","2245.3551156520844","2245.3551156520844","1.1355037689208984","","2245.3551156520844","1923207678","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","FAISS-hnsw","filter=wide;M=64;efC=100","1","1424.3525111675262","1424.3525111675262","1424.3525111675262","1.1279404163360596","","1424.3525111675262","2175348978","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","FAISS-hnsw","filter=wide;M=64;efC=400","1","2391.788008451462","2391.788008451462","2391.788008451462","1.1180124282836914","","2391.788008451462","2175348978","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","HNSWlib","filter=tight;M=128;efC=100","1","970.2478003501892","970.2478003501892","970.2478003501892","9.526884317398071","","970.2478003501892","2683715196","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","HNSWlib","filter=tight;M=128;efC=400","1","2727.41002368927","2727.41002368927","2727.41002368927","9.535823345184326","","2727.41002368927","2683715196","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","HNSWlib","filter=tight;M=32;efC=400","1","2449.345899105072","2449.345899105072","2449.345899105072","9.458410501480103","","2449.345899105072","1927340460","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","HNSWlib","filter=tight;M=64;efC=100","1","757.0093472003937","757.0093472003937","757.0093472003937","9.532105445861816","","757.0093472003937","2179415036","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","HNSWlib","filter=tight;M=64;efC=400","1","2671.619335412979","2671.619335412979","2671.619335412979","9.550843715667725","","2671.619335412979","2179415036","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=12;efC=200","1","2.007169723510742","2.007169723510742","2.007169723510742","1990.5616688728333","","2.007169723510742","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=12;efC=500","1","2.006517171859741","2.006517171859741","2.006517171859741","3269.6130113601685","","2.006517171859741","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=16;efC=200","1","2.0076637268066406","2.0076637268066406","2.0076637268066406","1767.5493867397308","","2.0076637268066406","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=16;efC=500","1","2.0059525966644287","2.0059525966644287","2.0059525966644287","3338.722385406494","","2.0059525966644287","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=24;efC=200","1","2.0053722858428955","2.0053722858428955","2.0053722858428955","2297.159113407135","","2.0053722858428955","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=24;efC=500","1","2.006222724914551","2.006222724914551","2.006222724914551","4734.270642280579","","2.006222724914551","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=36;efC=200","1","2.005855083465576","2.005855083465576","2.005855083465576","2100.7176797389984","","2.005855083465576","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=36;efC=500","1","2.0075674057006836","2.0075674057006836","2.0075674057006836","5156.547092437744","","2.0075674057006836","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=48;efC=200","1","2.0071828365325928","2.0071828365325928","2.0071828365325928","2045.2987432479858","","2.0071828365325928","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=48;efC=500","1","2.0060596466064453","2.0060596466064453","2.0060596466064453","5226.006630182266","","2.0060596466064453","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=4;efC=200","1","2.006129264831543","2.006129264831543","2.006129264831543","1092.5208547115326","","2.006129264831543","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=4;efC=500","1","2.0061116218566895","2.0061116218566895","2.0061116218566895","2339.6428496837616","","2.0061116218566895","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=64;efC=200","1","8.026596069335938","8.026596069335938","8.026596069335938","2100.886241197586","","8.026596069335938","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=64;efC=500","1","2.007204294204712","2.007204294204712","2.007204294204712","5200.57722735405","","2.007204294204712","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=8;efC=200","1","2.006972074508667","2.006972074508667","2.006972074508667","1713.0356719493866","","2.006972074508667","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=8;efC=500","1","2.0071232318878174","2.0071232318878174","2.0071232318878174","3060.1166179180145","","2.0071232318878174","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=96;efC=200","1","8.028186082839966","8.028186082839966","8.028186082839966","2202.7762837409973","","8.028186082839966","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","weaviate-hnsw","filter=tight;M=96;efC=500","1","2.0059614181518555","2.0059614181518555","2.0059614181518555","5339.359976530075","","2.0059614181518555","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=12;efC=200","1","22.074742794036865","22.074742794036865","22.074742794036865","1759.9703512191772","","22.074742794036865","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=12;efC=500","1","2.0077922344207764","2.0077922344207764","2.0077922344207764","3633.570330619812","","2.0077922344207764","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=16;efC=200","1","22.078949689865112","22.078949689865112","22.078949689865112","1910.8335242271423","","22.078949689865112","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=16;efC=500","1","2.009765148162842","2.009765148162842","2.009765148162842","3575.6761150360107","","2.009765148162842","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=24;efC=200","1","2.007357597351074","2.007357597351074","2.007357597351074","1943.6058449745178","","2.007357597351074","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=24;efC=500","1","22.076250076293945","22.076250076293945","22.076250076293945","4206.495368719101","","22.076250076293945","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=36;efC=200","1","2.007139205932617","2.007139205932617","2.007139205932617","2043.9282643795013","","2.007139205932617","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=36;efC=500","1","8.03147554397583","8.03147554397583","8.03147554397583","5507.307441949844","","8.03147554397583","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=48;efC=200","1","22.082714080810547","22.082714080810547","22.082714080810547","2198.7767906188965","","22.082714080810547","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=48;efC=500","1","2.0072855949401855","2.0072855949401855","2.0072855949401855","4963.687221765518","","2.0072855949401855","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=4;efC=200","1","22.077000856399536","22.077000856399536","22.077000856399536","1284.956401348114","","22.077000856399536","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=4;efC=500","1","2.0065629482269287","2.0065629482269287","2.0065629482269287","2527.023783683777","","2.0065629482269287","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=64;efC=200","1","22.093801498413086","22.093801498413086","22.093801498413086","2240.3732690811157","","22.093801498413086","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=64;efC=500","1","22.07689094543457","22.07689094543457","22.07689094543457","4692.0860641002655","","22.07689094543457","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=8;efC=200","1","2.0079524517059326","2.0079524517059326","2.0079524517059326","1381.1492757797241","","2.0079524517059326","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=8;efC=500","1","2.0063343048095703","2.0063343048095703","2.0063343048095703","2719.99631690979","","2.0063343048095703","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=96;efC=200","1","2.0071756839752197","2.0071756839752197","2.0071756839752197","2173.586945295334","","2.0071756839752197","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","weaviate-hnsw","filter=wide;M=96;efC=500","1","22.077256441116333","22.077256441116333","22.077256441116333","4761.993604183197","","22.077256441116333","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","HNSWlib","filter=wide;M=128;efC=100","1","967.8195066452026","967.8195066452026","967.8195066452026","3.7688488960266113","","967.8195066452026","2683715196","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","HNSWlib","filter=wide;M=128;efC=400","1","2675.691117286682","2675.691117286682","2675.691117286682","3.7277421951293945","","2675.691117286682","2683715196","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","HNSWlib","filter=wide;M=32;efC=100","1","680.6090018749237","680.6090018749237","680.6090018749237","3.5863075256347656","","680.6090018749237","1927340460","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","HNSWlib","filter=wide;M=32;efC=400","1","2338.199840784073","2338.199840784073","2338.199840784073","3.4696178436279297","","2338.199840784073","1927340460","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","HNSWlib","filter=wide;M=64;efC=100","1","732.0629260540009","732.0629260540009","732.0629260540009","3.5798168182373047","","732.0629260540009","2179415036","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","HNSWlib","filter=wide;M=64;efC=400","1","2514.141359090805","2514.141359090805","2514.141359090805","3.7320332527160645","","2514.141359090805","2179415036","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","milvus-hnsw","filter=tight;M=128;efC=100","1","1675.6615958213806","1675.6615958213806","1675.6615958213806","162.10393857955933","","1675.6615958213806","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","milvus-hnsw","filter=tight;M=128;efC=400","1","2061.779383659363","2061.779383659363","2061.779383659363","166.45638799667358","","2061.779383659363","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","milvus-hnsw","filter=tight;M=32;efC=100","1","678.3222208023071","678.3222208023071","678.3222208023071","158.6450798511505","","678.3222208023071","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","milvus-hnsw","filter=tight;M=32;efC=400","1","1948.7833786010742","1948.7833786010742","1948.7833786010742","158.3184938430786","","1948.7833786010742","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","milvus-hnsw","filter=tight;M=64;efC=100","1","1241.7366757392883","1241.7366757392883","1241.7366757392883","154.70639514923096","","1241.7366757392883","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-tight","tight","milvus-hnsw","filter=tight;M=64;efC=400","1","1988.7164723873138","1988.7164723873138","1988.7164723873138","161.85119104385376","","1988.7164723873138","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","milvus-hnsw","filter=wide;M=128;efC=100","1","1907.7806663513184","1907.7806663513184","1907.7806663513184","171.89737391471863","","1907.7806663513184","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","milvus-hnsw","filter=wide;M=128;efC=400","1","3579.430300474167","3579.430300474167","3579.430300474167","121.28726172447205","","3579.430300474167","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","milvus-hnsw","filter=wide;M=32;efC=100","1","1188.4103834629059","1188.4103834629059","1188.4103834629059","126.34509301185608","","1188.4103834629059","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","milvus-hnsw","filter=wide;M=32;efC=400","1","2544.0118544101715","2544.0118544101715","2544.0118544101715","117.01383900642395","","2544.0118544101715","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","milvus-hnsw","filter=wide;M=64;efC=100","1","1662.7431862354279","1662.7431862354279","1662.7431862354279","113.38236880302429","","1662.7431862354279","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","reviewer-wide","wide","milvus-hnsw","filter=wide;M=64;efC=400","1","2441.800145149231","2441.800145149231","2441.800145149231","162.62336134910583","","2441.800145149231","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","new HDF5; one query worker; index_build_s retained"
"153","single_thread_range","tight","tight","RangePQ","filter=tight;m=4;nlist=1024;cz=1024;nbits=8;iter=200","1","163.71651411056519","163.71651411056519","163.71651411056519","35.112855672836304","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","tight","tight","RangePQ","filter=tight;m=4;nlist=1024;cz=2048;nbits=8;iter=200","1","164.67757034301758","164.67757034301758","164.67757034301758","35.4125702381134","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","tight","tight","RangePQ","filter=tight;m=4;nlist=512;cz=1024;nbits=8;iter=200","1","52.25529885292053","52.25529885292053","52.25529885292053","33.608996868133545","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","tight","tight","RangePQ","filter=tight;m=4;nlist=512;cz=2048;nbits=8;iter=200","1","53.23870372772217","53.23870372772217","53.23870372772217","35.752949237823486","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","wide","wide","RangePQ","filter=wide;m=4;nlist=1024;cz=1024;nbits=8;iter=200","1","165.1475818157196","165.1475818157196","165.1475818157196","33.98342490196228","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","wide","wide","RangePQ","filter=wide;m=4;nlist=1024;cz=2048;nbits=8;iter=200","1","163.24202227592468","163.24202227592468","163.24202227592468","32.695308208465576","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","wide","wide","RangePQ","filter=wide;m=4;nlist=512;cz=1024;nbits=8;iter=200","1","52.90166926383972","52.90166926383972","52.90166926383972","35.99893283843994","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","wide","wide","RangePQ","filter=wide;m=4;nlist=512;cz=2048;nbits=8;iter=200","1","53.22872757911682","53.22872757911682","53.22872757911682","37.72891426086426","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=4;nlist=1024;cz=2048;nbits=8;iter=200","1","163.1360423564911","163.1360423564911","163.1360423564911","31.379003286361694","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=4;nlist=512;cz=1024;nbits=8;iter=200","1","51.39103889465332","51.39103889465332","51.39103889465332","30.94443368911743","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=4;nlist=512;cz=2048;nbits=8;iter=200","1","52.39711594581604","52.39711594581604","52.39711594581604","31.01567578315735","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=4;nlist=1024;cz=1024;nbits=8;iter=200","1","163.12979245185852","163.12979245185852","163.12979245185852","32.23635911941528","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=4;nlist=1024;cz=2048;nbits=8;iter=200","1","163.22344088554382","163.22344088554382","163.22344088554382","32.60129690170288","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=4;nlist=512;cz=1024;nbits=8;iter=200","1","52.18391180038452","52.18391180038452","52.18391180038452","32.15972948074341","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=4;nlist=512;cz=2048;nbits=8;iter=200","1","51.95912170410156","51.95912170410156","51.95912170410156","32.30790567398071","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=5;nlist=1024;cz=1024;nbits=8;iter=200","1","182.51888704299927","182.51888704299927","182.51888704299927","32.692630767822266","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=5;nlist=1024;cz=2048;nbits=8;iter=200","1","181.85401272773743","181.85401272773743","181.85401272773743","32.44053316116333","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=5;nlist=512;cz=1024;nbits=8;iter=200","1","58.255717277526855","58.255717277526855","58.255717277526855","32.48216485977173","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=5;nlist=512;cz=2048;nbits=8;iter=200","1","57.79563522338867","57.79563522338867","57.79563522338867","32.3243043422699","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=6;nlist=1024;cz=1024;nbits=8;iter=200","1","205.67735075950623","205.67735075950623","205.67735075950623","31.88712763786316","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=6;nlist=1024;cz=2048;nbits=8;iter=200","1","205.3737177848816","205.3737177848816","205.3737177848816","32.042115688323975","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
"153","single_thread_range","reviewer-range","rerun","RangePQ","filter=rerun;m=6;nlist=512;cz=1024;nbits=8;iter=200","1","65.42301344871521","65.42301344871521","65.42301344871521","32.429858684539795","","","","","build_time_and_search_new_153","153:<remote_artifact>","<remote_artifact>","RangePQ JSON summary; one query worker"
