dataset,algorithm,job_dataset,job_algorithm,relative_path,schema_version,valid,recall,qps,latency_p50_s,latency_p95_s,latency_p99_s,query_count_valid,query_count_total,query_coverage,build_time_s,insert_time_s,index_time_s,index_size_mb,index_size_source,build_parameters_json,query_parameters_json,effective_parameters_json,wasted_to_useful_mean,candidates_examined_mean,predicate_evaluations_mean,candidate_counter_source
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M32_EFC400/run.log,4,True,0.7535,9362.3,0.000106207,0.000128785,0.000136862,10000,10000,1.0,377.215374,,377.215374,1332.1349086761475,native_serialized_bytes,"{""M"":32,""efConstruction"":400,""gamma"":12}","{""efSearch"":100}","{""build"":{""M"":32,""efConstruction"":400,""gamma"":12},""query"":{""efSearch"":100}}",,10964.173828,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M32_EFC400/run.log,4,True,0.8534,5387.6,0.000184608,0.00021343,0.0002142,10000,10000,1.0,377.215374,,377.215374,1332.1349086761475,native_serialized_bytes,"{""M"":32,""efConstruction"":400,""gamma"":12}","{""efSearch"":200}","{""build"":{""M"":32,""efConstruction"":400,""gamma"":12},""query"":{""efSearch"":200}}",,10964.173828,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M32_EFC400/run.log,4,True,0.9269,3285.5,0.00030508,0.000336832,0.000340122,10000,10000,1.0,377.215374,,377.215374,1332.1349086761475,native_serialized_bytes,"{""M"":32,""efConstruction"":400,""gamma"":12}","{""efSearch"":400}","{""build"":{""M"":32,""efConstruction"":400,""gamma"":12},""query"":{""efSearch"":400}}",,10964.173828,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M32_EFC400/run.log,4,True,0.9702,1776.7,0.000562087,0.0006245,0.000635015,10000,10000,1.0,377.215374,,377.215374,1332.1349086761475,native_serialized_bytes,"{""M"":32,""efConstruction"":400,""gamma"":12}","{""efSearch"":800}","{""build"":{""M"":32,""efConstruction"":400,""gamma"":12},""query"":{""efSearch"":800}}",,10964.173828,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M32_EFC400/run.log,4,True,0.99,986.2,0.001007408,0.001126328,0.00117559,10000,10000,1.0,377.215374,,377.215374,1332.1349086761475,native_serialized_bytes,"{""M"":32,""efConstruction"":400,""gamma"":12}","{""efSearch"":1600}","{""build"":{""M"":32,""efConstruction"":400,""gamma"":12},""query"":{""efSearch"":1600}}",,10964.173828,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M64_EFC100/run.log,4,True,0.8313,5531.2,0.000176778,0.00020848,0.000217302,10000,10000,1.0,237.392942,,237.392942,1633.8082332611084,native_serialized_bytes,"{""M"":64,""efConstruction"":100,""gamma"":12}","{""efSearch"":100}","{""build"":{""M"":64,""efConstruction"":100,""gamma"":12},""query"":{""efSearch"":100}}",,16951.5,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M64_EFC100/run.log,4,True,0.9122,3219.9,0.000313463,0.000346415,0.000359625,10000,10000,1.0,237.392942,,237.392942,1633.8082332611084,native_serialized_bytes,"{""M"":64,""efConstruction"":100,""gamma"":12}","{""efSearch"":200}","{""build"":{""M"":64,""efConstruction"":100,""gamma"":12},""query"":{""efSearch"":200}}",,16951.5,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M64_EFC100/run.log,4,True,0.9638,1855.2,0.00053222,0.000604378,0.000647463,10000,10000,1.0,237.392942,,237.392942,1633.8082332611084,native_serialized_bytes,"{""M"":64,""efConstruction"":100,""gamma"":12}","{""efSearch"":400}","{""build"":{""M"":64,""efConstruction"":100,""gamma"":12},""query"":{""efSearch"":400}}",,16951.5,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M64_EFC100/run.log,4,True,0.9879,1138.7,0.000864033,0.001004032,0.001037903,10000,10000,1.0,237.392942,,237.392942,1633.8082332611084,native_serialized_bytes,"{""M"":64,""efConstruction"":100,""gamma"":12}","{""efSearch"":800}","{""build"":{""M"":64,""efConstruction"":100,""gamma"":12},""query"":{""efSearch"":800}}",,16951.5,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M64_EFC100/run.log,4,True,0.9969,663.7,0.001479365,0.00177398,0.001844777,10000,10000,1.0,237.392942,,237.392942,1633.8082332611084,native_serialized_bytes,"{""M"":64,""efConstruction"":100,""gamma"":12}","{""efSearch"":1600}","{""build"":{""M"":64,""efConstruction"":100,""gamma"":12},""query"":{""efSearch"":1600}}",,16951.5,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M64_EFC400/run.log,4,True,0.8587,5418.4,0.000180187,0.000215412,0.000238392,10000,10000,1.0,548.843091,,548.843091,1633.8082332611084,native_serialized_bytes,"{""M"":64,""efConstruction"":400,""gamma"":12}","{""efSearch"":100}","{""build"":{""M"":64,""efConstruction"":400,""gamma"":12},""query"":{""efSearch"":100}}",,17270.767578,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M64_EFC400/run.log,4,True,0.9295,3205.7,0.000303202,0.000399653,0.000406362,10000,10000,1.0,548.843091,,548.843091,1633.8082332611084,native_serialized_bytes,"{""M"":64,""efConstruction"":400,""gamma"":12}","{""efSearch"":200}","{""build"":{""M"":64,""efConstruction"":400,""gamma"":12},""query"":{""efSearch"":200}}",,17270.767578,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M64_EFC400/run.log,4,True,0.9727,1879.4,0.000515908,0.000628217,0.000699,10000,10000,1.0,548.843091,,548.843091,1633.8082332611084,native_serialized_bytes,"{""M"":64,""efConstruction"":400,""gamma"":12}","{""efSearch"":400}","{""build"":{""M"":64,""efConstruction"":400,""gamma"":12},""query"":{""efSearch"":400}}",,17270.767578,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M64_EFC400/run.log,4,True,0.9917,1107.5,0.00089474,0.001024108,0.001068093,10000,10000,1.0,548.843091,,548.843091,1633.8082332611084,native_serialized_bytes,"{""M"":64,""efConstruction"":400,""gamma"":12}","{""efSearch"":800}","{""build"":{""M"":64,""efConstruction"":400,""gamma"":12},""query"":{""efSearch"":800}}",,17270.767578,,acorn_distance_computations
artificial-corr-12-original,acorn,artificial-corr-12-original,acorn,jobs/artificial-corr-12-original/acorn/configs/M64_EFC400/run.log,4,True,0.998,632.6,0.001550115,0.00193828,0.001946725,10000,10000,1.0,548.843091,,548.843091,1633.8082332611084,native_serialized_bytes,"{""M"":64,""efConstruction"":400,""gamma"":12}","{""efSearch"":1600}","{""build"":{""M"":64,""efConstruction"":400,""gamma"":12},""query"":{""efSearch"":1600}}",,17270.767578,,acorn_distance_computations
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M128_EFC400/run.log,4,True,0.960238,904.995,0.00111137,0.00133564,0.00141654,10000,10000,1.0,19329.2,,19329.2,,missing,"{""M"":128,""efConstruction"":400}","{""efSearch"":100}","{""build"":{""M"":128,""efConstruction"":400},""query"":{""efSearch"":100}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M128_EFC400/run.log,4,True,0.989329,516.835,0.00195543,0.00231925,0.00243614,10000,10000,1.0,19329.2,,19329.2,,missing,"{""M"":128,""efConstruction"":400}","{""efSearch"":200}","{""build"":{""M"":128,""efConstruction"":400},""query"":{""efSearch"":200}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M128_EFC400/run.log,4,True,0.997868,293.442,0.00344674,0.0040855,0.00428944,10000,10000,1.0,19329.2,,19329.2,,missing,"{""M"":128,""efConstruction"":400}","{""efSearch"":400}","{""build"":{""M"":128,""efConstruction"":400},""query"":{""efSearch"":400}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M128_EFC400/run.log,4,True,0.999668,167.922,0.00603698,0.00714686,0.00747941,10000,10000,1.0,19329.2,,19329.2,,missing,"{""M"":128,""efConstruction"":400}","{""efSearch"":800}","{""build"":{""M"":128,""efConstruction"":400},""query"":{""efSearch"":800}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M128_EFC400/run.log,4,True,0.999951,96.1179,0.0105479,0.012364,0.0128799,10000,10000,1.0,19329.2,,19329.2,,missing,"{""M"":128,""efConstruction"":400}","{""efSearch"":1600}","{""build"":{""M"":128,""efConstruction"":400},""query"":{""efSearch"":1600}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M32_EFC100/run.log,4,True,0.846704,1561.58,0.000640488,0.000772349,0.000842162,10000,10000,1.0,3784.54,,3784.54,,missing,"{""M"":32,""efConstruction"":100}","{""efSearch"":100}","{""build"":{""M"":32,""efConstruction"":100},""query"":{""efSearch"":100}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M32_EFC100/run.log,4,True,0.931135,1016.07,0.000982405,0.00121347,0.00130798,10000,10000,1.0,3784.54,,3784.54,,missing,"{""M"":32,""efConstruction"":100}","{""efSearch"":200}","{""build"":{""M"":32,""efConstruction"":100},""query"":{""efSearch"":200}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M32_EFC100/run.log,4,True,0.974355,510.929,0.00199756,0.00228679,0.00239594,10000,10000,1.0,3784.54,,3784.54,,missing,"{""M"":32,""efConstruction"":100}","{""efSearch"":400}","{""build"":{""M"":32,""efConstruction"":100},""query"":{""efSearch"":400}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M32_EFC100/run.log,4,True,0.991665,278.306,0.00367541,0.00417076,0.0043659,10000,10000,1.0,3784.54,,3784.54,,missing,"{""M"":32,""efConstruction"":100}","{""efSearch"":800}","{""build"":{""M"":32,""efConstruction"":100},""query"":{""efSearch"":800}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M32_EFC100/run.log,4,True,0.997551,156.879,0.00647915,0.00750027,0.00786175,10000,10000,1.0,3784.54,,3784.54,,missing,"{""M"":32,""efConstruction"":100}","{""efSearch"":1600}","{""build"":{""M"":32,""efConstruction"":100},""query"":{""efSearch"":1600}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M32_EFC400/run.log,4,True,0.867448,1957.86,0.000506839,0.000613384,0.00066092,10000,10000,1.0,11682.9,,11682.9,,missing,"{""M"":32,""efConstruction"":400}","{""efSearch"":100}","{""build"":{""M"":32,""efConstruction"":400},""query"":{""efSearch"":100}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M32_EFC400/run.log,4,True,0.948571,1093.33,0.000922934,0.00108075,0.00114347,10000,10000,1.0,11682.9,,11682.9,,missing,"{""M"":32,""efConstruction"":400}","{""efSearch"":200}","{""build"":{""M"":32,""efConstruction"":400},""query"":{""efSearch"":200}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M32_EFC400/run.log,4,True,0.984856,598.032,0.00170035,0.00194693,0.0020327,10000,10000,1.0,11682.9,,11682.9,,missing,"{""M"":32,""efConstruction"":400}","{""efSearch"":400}","{""build"":{""M"":32,""efConstruction"":400},""query"":{""efSearch"":400}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M32_EFC400/run.log,4,True,0.996675,326.733,0.00311713,0.00353204,0.00369241,10000,10000,1.0,11682.9,,11682.9,,missing,"{""M"":32,""efConstruction"":400}","{""efSearch"":800}","{""build"":{""M"":32,""efConstruction"":400},""query"":{""efSearch"":800}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M32_EFC400/run.log,4,True,0.999418,180.914,0.00561797,0.00635654,0.00666248,10000,10000,1.0,11682.9,,11682.9,,missing,"{""M"":32,""efConstruction"":400}","{""efSearch"":1600}","{""build"":{""M"":32,""efConstruction"":400},""query"":{""efSearch"":1600}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M64_EFC100/run.log,4,True,0.901448,1500.1,0.000677182,0.000808885,0.000863839,10000,10000,1.0,4335.1,,4335.1,,missing,"{""M"":64,""efConstruction"":100}","{""efSearch"":100}","{""build"":{""M"":64,""efConstruction"":100},""query"":{""efSearch"":100}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M64_EFC100/run.log,4,True,0.961185,845.925,0.00120711,0.00141281,0.00150076,10000,10000,1.0,4335.1,,4335.1,,missing,"{""M"":64,""efConstruction"":100}","{""efSearch"":200}","{""build"":{""M"":64,""efConstruction"":100},""query"":{""efSearch"":200}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M64_EFC100/run.log,4,True,0.987635,471.636,0.00216741,0.00252782,0.00266722,10000,10000,1.0,4335.1,,4335.1,,missing,"{""M"":64,""efConstruction"":100}","{""efSearch"":400}","{""build"":{""M"":64,""efConstruction"":100},""query"":{""efSearch"":400}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M64_EFC100/run.log,4,True,0.996689,262.268,0.00388708,0.00454633,0.00480125,10000,10000,1.0,4335.1,,4335.1,,missing,"{""M"":64,""efConstruction"":100}","{""efSearch"":800}","{""build"":{""M"":64,""efConstruction"":100},""query"":{""efSearch"":800}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M64_EFC100/run.log,4,True,0.999263,147.296,0.00687843,0.00808059,0.00846621,10000,10000,1.0,4335.1,,4335.1,,missing,"{""M"":64,""efConstruction"":100}","{""efSearch"":1600}","{""build"":{""M"":64,""efConstruction"":100},""query"":{""efSearch"":1600}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M64_EFC400/run.log,4,True,0.914152,1395.2,0.000718854,0.000865451,0.000925024,10000,10000,1.0,13853.8,,13853.8,,missing,"{""M"":64,""efConstruction"":400}","{""efSearch"":100}","{""build"":{""M"":64,""efConstruction"":400},""query"":{""efSearch"":100}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M64_EFC400/run.log,4,True,0.970671,785.895,0.00129139,0.00150778,0.0015821,10000,10000,1.0,13853.8,,13853.8,,missing,"{""M"":64,""efConstruction"":400}","{""efSearch"":200}","{""build"":{""M"":64,""efConstruction"":400},""query"":{""efSearch"":200}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M64_EFC400/run.log,4,True,0.992654,437.85,0.00232729,0.00268566,0.00281344,10000,10000,1.0,13853.8,,13853.8,,missing,"{""M"":64,""efConstruction"":400}","{""efSearch"":400}","{""build"":{""M"":64,""efConstruction"":400},""query"":{""efSearch"":400}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M64_EFC400/run.log,4,True,0.998616,244.99,0.00415417,0.00477256,0.00501017,10000,10000,1.0,13853.8,,13853.8,,missing,"{""M"":64,""efConstruction"":400}","{""efSearch"":800}","{""build"":{""M"":64,""efConstruction"":400},""query"":{""efSearch"":800}}",,,,
artificial-corr-12-original,digra,artificial-corr-12-original,digra,jobs/artificial-corr-12-original/digra/M64_EFC400/run.log,4,True,0.999792,138.065,0.00735579,0.00844487,0.00882745,10000,10000,1.0,13853.8,,13853.8,,missing,"{""M"":64,""efConstruction"":400}","{""efSearch"":1600}","{""build"":{""M"":64,""efConstruction"":400},""query"":{""efSearch"":1600}}",,,,
artificial-corr-12-original,elasticsearch-hnsw,artificial-corr-12-original,elasticsearch-hnsw,jobs/artificial-corr-12-original/elasticsearch-hnsw/results/artificial-corr-12-original/100/elasticsearch-hnsw/euclidean_256_M_32_efConstruction_100_100.hdf5,4,True,0.9891559999999999,44.866862588279915,,,,10000,10000,1.0,550.9263961315155,538.8765711784363,12.049824953079224,,missing_or_nonpositive,"[""euclidean"",256,{""M"":32,""efConstruction"":100}]",[100],"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":100}],""query"":[100]}",,,,
artificial-corr-12-original,elasticsearch-hnsw,artificial-corr-12-original,elasticsearch-hnsw,jobs/artificial-corr-12-original/elasticsearch-hnsw/results/artificial-corr-12-original/100/elasticsearch-hnsw/euclidean_256_M_32_efConstruction_100_1600.hdf5,4,True,0.9999640000000001,45.01750296073066,,,,10000,10000,1.0,550.9263961315155,538.8765711784363,12.049824953079224,,missing_or_nonpositive,"[""euclidean"",256,{""M"":32,""efConstruction"":100}]",[1600],"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":100}],""query"":[1600]}",,,,
artificial-corr-12-original,elasticsearch-hnsw,artificial-corr-12-original,elasticsearch-hnsw,jobs/artificial-corr-12-original/elasticsearch-hnsw/results/artificial-corr-12-original/100/elasticsearch-hnsw/euclidean_256_M_32_efConstruction_100_200.hdf5,4,True,0.995683,44.63355498526069,,,,10000,10000,1.0,550.9263961315155,538.8765711784363,12.049824953079224,,missing_or_nonpositive,"[""euclidean"",256,{""M"":32,""efConstruction"":100}]",[200],"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":100}],""query"":[200]}",,,,
artificial-corr-12-original,elasticsearch-hnsw,artificial-corr-12-original,elasticsearch-hnsw,jobs/artificial-corr-12-original/elasticsearch-hnsw/results/artificial-corr-12-original/100/elasticsearch-hnsw/euclidean_256_M_32_efConstruction_100_400.hdf5,4,True,0.9987960000000001,44.624632929251256,,,,10000,10000,1.0,550.9263961315155,538.8765711784363,12.049824953079224,,missing_or_nonpositive,"[""euclidean"",256,{""M"":32,""efConstruction"":100}]",[400],"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":100}],""query"":[400]}",,,,
artificial-corr-12-original,elasticsearch-hnsw,artificial-corr-12-original,elasticsearch-hnsw,jobs/artificial-corr-12-original/elasticsearch-hnsw/results/artificial-corr-12-original/100/elasticsearch-hnsw/euclidean_256_M_32_efConstruction_100_800.hdf5,4,True,0.9997450000000001,44.716678138621816,,,,10000,10000,1.0,550.9263961315155,538.8765711784363,12.049824953079224,,missing_or_nonpositive,"[""euclidean"",256,{""M"":32,""efConstruction"":100}]",[800],"{""build"":[""euclidean"",256,{""M"":32,""efConstruction"":100}],""query"":[800]}",,,,
artificial-corr-12-original,faiss-hnsw,artificial-corr-12-original,faiss-hnsw,jobs/artificial-corr-12-original/faiss-hnsw/results/artificial-corr-12-original/100/faiss-hnsw/euclidean_256_M_128_efConstruction_400_100.hdf5,4,True,0.394727,4.870748748627376,,,,10000,10000,1.0,154.96894216537476,7.035364151000977,147.93357801437378,1950.6830959320068,index_file_bytes,"[""euclidean"",256,{""M"":128,""efConstruction"":400}]",[100],"{""build"":[""euclidean"",256,{""M"":128,""efConstruction"":400}],""query"":[100]}",519.5574885576567,21236.8695,21236.8695,adaptive_postfilter_proxy
artificial-corr-12-original,faiss-hnsw,artificial-corr-12-original,faiss-hnsw,jobs/artificial-corr-12-original/faiss-hnsw/results/artificial-corr-12-original/100/faiss-hnsw/euclidean_256_M_128_efConstruction_400_1600.hdf5,4,True,0.740711,3.650958025372703,,,,10000,10000,1.0,154.96894216537476,7.035364151000977,147.93357801437378,1950.6830959320068,index_file_bytes,"[""euclidean"",256,{""M"":128,""efConstruction"":400}]",[1600],"{""build"":[""euclidean"",256,{""M"":128,""efConstruction"":400}],""query"":[1600]}",377.9181460031617,43772.4697,43772.4697,adaptive_postfilter_proxy
artificial-corr-12-original,faiss-hnsw,artificial-corr-12-original,faiss-hnsw,jobs/artificial-corr-12-original/faiss-hnsw/results/artificial-corr-12-original/100/faiss-hnsw/euclidean_256_M_128_efConstruction_400_200.hdf5,4,True,0.48269300000000004,4.459452921732544,,,,10000,10000,1.0,154.96894216537476,7.035364151000977,147.93357801437378,1950.6830959320068,index_file_bytes,"[""euclidean"",256,{""M"":128,""efConstruction"":400}]",[200],"{""build"":[""euclidean"",256,{""M"":128,""efConstruction"":400}],""query"":[200]}",574.3702029866287,27984.8023,27984.8023,adaptive_postfilter_proxy
artificial-corr-12-original,faiss-hnsw,artificial-corr-12-original,faiss-hnsw,jobs/artificial-corr-12-original/faiss-hnsw/results/artificial-corr-12-original/100/faiss-hnsw/euclidean_256_M_128_efConstruction_400_400.hdf5,4,True,0.570307,4.024855820448621,,,,10000,10000,1.0,154.96894216537476,7.035364151000977,147.93357801437378,1950.6830959320068,index_file_bytes,"[""euclidean"",256,{""M"":128,""efConstruction"":400}]",[400],"{""build"":[""euclidean"",256,{""M"":128,""efConstruction"":400}],""query"":[400]}",547.67712447569,34504.2188,34504.2188,adaptive_postfilter_proxy
artificial-corr-12-original,faiss-hnsw,artificial-corr-12-original,faiss-hnsw,jobs/artificial-corr-12-original/faiss-hnsw/results/artificial-corr-12-original/100/faiss-hnsw/euclidean_256_M_128_efConstruction_400_800.hdf5,4,True,0.656924,3.728555476045075,,,,10000,10000,1.0,154.96894216537476,7.035364151000977,147.93357801437378,1950.6830959320068,index_file_bytes,"[""euclidean"",256,{""M"":128,""efConstruction"":400}]",[800],"{""build"":[""euclidean"",256,{""M"":128,""efConstruction"":400}],""query"":[800]}",475.4126771424076,40718.3607,40718.3607,adaptive_postfilter_proxy
