"relative_path","size_bytes","sha256","publication_class","note"
"figures/scripts/draw_main_figures_20260918.py","64303","cc16f3881f46e81ea74882a0f997ff812e7da2e2c9e8bec48a37be7787ea33c8","github_candidate",""
"figures/scripts/msong_R0_R1_R2_triptych.py","7110","69af13d4a5800e26016c23ad60b3501de6f6570ebd5dd12a0ac6121e3bf82001","github_candidate",""
"manifests/experiment_batches.csv","763","a6f5c686ba6f4c3226c3bb83b25057cf50231bcd99ffe50ad3b3d022946ccb5c","github_candidate",""
"manifests/figure_map.csv","1300","ea2c3bf863dcc1d2cb862a0908edbeb436be9f320fde74c6bd20bbe451859184","github_candidate",""
"manifests/figure_status.csv","617","d8239c9eae9d8610adab47e50b6c8718cd1fd780693b704aa0b3fe01767a2190","github_candidate",""
"manifests/release_scope_20260921.csv","1320","00d501fe7fa5cf012a934a1a7051bcbbbdf519f641d90b22973dc29d3e0d62df","github_candidate",""
"README.md","2327","b036d436542a7ba5b65f218752a5fccc71a2ef092a15d76ffc283b0349f224ac","github_candidate",""
"results/build_time/all_parameter_groups_build_only_20260921.csv","4083354","08a893d134be989418ee43eb4b135f64cea30b40e1e9d904b2b0b17b8527b571","github_candidate",""
"results/build_time/legacy_coverage_build_summary_20260916.csv","38167","58090923504b677c61f5ee67b699c0489d18f08d2b1c139f50cb8417335a676a","github_candidate",""
"results/build_time/README.md","892","544c2c712ab1dbfc432c5f05fa19383fa4a676f56e5764c3f95c3029c1cdf28d","github_candidate",""
"results/build_time/supplementary_build_only_20260921.csv","63688","2d4c893dd2807230afb6db62597a19567891f1a5d8259584e8f6bccabb456b09","github_candidate",""
"results/diagnostics/ACORN_single_thread_20260920/acorn_single_thread_reuse_experiment_20260920.md","3208","f97f7624bbcdc638db71c3d96c92b8d8a975f0da032ad92e9df6ed773d26f7cd","github_candidate",""
"results/diagnostics/ACORN_single_thread_20260920/remote/acorn_single_thread_reuse_20260920/ACORN_SINGLE_THREAD_REUSE_COMPLETE","26","fa20568aa7590f79aad12f594ce6f9183f5ef6058e6170cf1dfd93bdaff4ce34","github_candidate",""
"results/diagnostics/ACORN_single_thread_20260920/remote/acorn_single_thread_reuse_20260920/launcher.log","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","github_candidate",""
"results/diagnostics/ACORN_single_thread_20260920/remote/acorn_single_thread_reuse_20260920/logs/artificial-corr-12-original.log","7320","f81f26d2da5f443c55114a73385aeef6cc17ca16e751aaf607870441d9047754","github_candidate",""
"results/diagnostics/ACORN_single_thread_20260920/remote/acorn_single_thread_reuse_20260920/logs/artificial-corr-12-shuffled.log","7313","5bf83c8eac285f97fb516f5611ad8a43ea97f49079284ea990345951f6d1b9f6","github_candidate",""
"results/diagnostics/ACORN_single_thread_20260920/remote/acorn_single_thread_reuse_20260920/logs/cc_news-original.log","6995","a305c11708b7379e0cf731ecc3d37edeb3603a70438548d89a74f91ef31e24e7","github_candidate",""
"results/diagnostics/ACORN_single_thread_20260920/remote/acorn_single_thread_reuse_20260920/logs/cc_news-shuffled.log","7001","e89d9a5c2ed0c712452a48c3ab4e182df8368a9528d36ce0a5f13206115e8fe4","github_candidate",""
"results/diagnostics/ACORN_single_thread_20260920/remote/acorn_single_thread_reuse_20260920/run_acorn_single_thread_reuse_20260920.sh","1232","34a3dbd4fb1382e41fff6b958c86f06064b35535eeba01050b8f05073d60fe06","github_candidate",""
"results/diagnostics/ACORN_single_thread_20260920/run_acorn_single_thread_reuse_20260920.sh","1232","34a3dbd4fb1382e41fff6b958c86f06064b35535eeba01050b8f05073d60fe06","github_candidate",""
"results/diagnostics/U1/local/benchmark_u1_predicate_cost.py","15937","de0e1a70ac3544b69b49a2c80772c92e9c01e972ab6d4c42a4af7578138c23e4","github_candidate",""
"results/diagnostics/U1/local/hnswlib_metrics.patch","2700","843647699d88aca17e592bfc9b4d85f8af91e3215f92adc912359ef8b187721b","github_candidate",""
"results/diagnostics/U1/local/raw_passes.jsonl","18084","5371cb4cb47e101ffc7662dfa1920839cbc696f30cd42634ed03893be0df19bc","github_candidate",""
"results/diagnostics/U1/local/source/hnswlib/hnswalg.h","59481","3961954237eebec3f4648775d10259773fca64010ae225a0919d1de614c2dc62","github_candidate",""
"results/diagnostics/U1/local/source/python_bindings/bindings.cpp","40787","c2ff693880e42e404eea9a5034b7ba24c0b0535f2ea7c83cebd4041fce20ab42","github_candidate",""
"results/diagnostics/U1/local/summary.json","504","96f8b180a6c6bab34806e14e4166ff2cdb3be688425c1e55cfacb040cf3e7170","github_candidate",""
"results/diagnostics/U1/local/U1_hnswlib_predicate_cost_results_20260919.md","5364","ca4b0e3a445abe63aad31e35ea35d2a9996f0c25e8d147abb1c894530cdb2932","github_candidate",""
"results/diagnostics/U1/remote/u1_predicate_cost_20260918/EXPERIMENT_COMPLETE","20","466f80a5483febba7c3d303898ed146506ebec1b2429dadfb616aad422001e52","github_candidate",""
"results/diagnostics/U1/remote/u1_predicate_cost_20260918/full_run_invalid_always_on_counters.log","818","5019f3b2d9cf0e85b15a2ab2272e7967dfdb19b5f7ca696732d6adb69a833bed","github_candidate",""
"results/diagnostics/U1/remote/u1_predicate_cost_20260918/full_run.log","6216","9d1c6b06a2c9090215951ab1f1eae6b582cbb635ad883b598a74b0365d696e3f","github_candidate",""
"results/diagnostics/U1/remote/u1_predicate_cost_20260918/progress.log","7344","1d610d7336455fd8070b7d8785b10708be503799bd507e9762f199e321f09539","github_candidate",""
"results/diagnostics/U1/remote/u1_predicate_cost_20260918/smoke.ok","9","6bf54304794dbfec583c1803a48b575e8ebbcae31cb0c67f49a47ab49c312635","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/analysis_20260820/build_summary.csv","9166","fe75fc67edeca9a2b74d9eaf3cbbcabc7b2cf27566975998898c30c61cfc41f7","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/analysis_20260820/correlation_effect.csv","10804","aaabe5aff735fcc9703a670a4f211dff3fa196edffd7862a4d8b8960a52ecad6","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/analysis_20260820/interim_summary.md","11063","45fa6e55c0f4d908c26b4f1908d721702f7efee812e3fff58f4b7f6a4517547c","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/analysis_20260820/job_summary.csv","24288","88b7b273db98b70e77ce6e075397eabda2b6e18923749b16d45a62fcc1896474","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/analysis_20260820/points.csv","614631","10d47964b29e11ecf746474defbfbf93c4c46a2acb2d31baeb3622970c339820","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/analysis_20260820/quality.json","5562","e7d75bd089917cc548f398faa45947ae4b1b505744f0d677bdc63414f4cf8204","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/campaign_state.json","34298","0b47aba028ce331a33969011c336667f7c5519887980308b789bfde97899ebaa","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/acorn/.done","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/acorn/configs/M128_EFC400/run.log","7501","25a5212aed166c32ece21f1ab3d1fcb6741400d07dbb84728f3a20ec006c3220","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/acorn/configs/M32_EFC100/run.log","7494","6062ec78808bb6389a07245f09313d4cf00a9b81825639d6e89b1638270ddff8","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/acorn/configs/M32_EFC400/run.log","7495","7d7445f3fc99ac3def16fccd01ca4a6c94cd48a35908e5770d3e7d7be67b2fc6","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/acorn/configs/M64_EFC100/run.log","7496","5e404b2d033497c386b16d524233060e9bfa8c11044b2f9bbf650852186f0aff","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/acorn/configs/M64_EFC400/run.log","7496","39633241181e07febe0bea7d731708df206b7f18ffecdfa1d012afe0cbdbc3fd","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/acorn/run_manifest.json","408","d77fa81b7856473ab443bd7dd004723d450963cd21c943bc934a7cf63fc0ecc1","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/digra/.done","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/digra/M128_EFC400/run.log","1679","a26e878c811c4c2494bf96c1a10f18d86f85885802d54b4bd80c0a1641ffeeae","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/digra/M128_EFC400/search.log","60","bda86a524bfb1b7fce65317b32288294f004cfc40328b28563cb901cc7c8b048","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/digra/M32_EFC100/run.log","1685","1e0697c51ebb1d7d3ffbe9e7debb521ad4243bfd417bd1415865ed0ab25aa4e8","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/digra/M32_EFC400/run.log","1686","4dab9c209f85c5cd0a83140823eccd63543a98d9b210639e9513eb7ec5b857ac","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/digra/M64_EFC100/run.log","1682","a6de310a04655a4e3412a062388af907d18cea0fc8c172746f7bebdb5cf28139","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/digra/M64_EFC400/run.log","1677","1b4c1ff8086176b777ad03a6ceee414cf07e9badf9a617c8763e2bc4dfa29732","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/digra/run_manifest.json","408","c44a5f070045784fb7090f67c90b67d8c5318becf757978c619661f88c4cc4a2","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/elasticsearch-hnsw/.done","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/elasticsearch-hnsw/results/artificial-corr-12-original/100/elasticsearch-hnsw/euclidean_256_M_128_efConstruction_400.csv","644827","3ff92bca7dee1240ea0c8ff7f8b92c6e23f14ac7fada5b24ca5dc89cdff80b83","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/elasticsearch-hnsw/results/artificial-corr-12-original/100/elasticsearch-hnsw/euclidean_256_M_32_efConstruction_100.csv","644052","45fd6ab9fa4b89a39136073a4f589b3fa95a864ef331372a71452bb0573ffd22","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/elasticsearch-hnsw/results/artificial-corr-12-original/100/elasticsearch-hnsw/euclidean_256_M_32_efConstruction_400.csv","644527","42b540f105890eda76f03afb82508bf1709d1e573f75a46801fc179f3f5427f3","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/elasticsearch-hnsw/results/artificial-corr-12-original/100/elasticsearch-hnsw/euclidean_256_M_64_efConstruction_100.csv","687217","a4ce51b7b7f6a716b0f38aa0cd79e2b49d50c786fcb6cad1071d63f1314f7995","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/elasticsearch-hnsw/results/artificial-corr-12-original/100/elasticsearch-hnsw/euclidean_256_M_64_efConstruction_400.csv","641712","4f1b1655ce5be35d5772adfa53894d285fdbbd32db74dcb00d5595b458dc108f","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/elasticsearch-hnsw/run_manifest.json","430","b64cbde14d1f0a42ec9f85517e2eac27873f32e3add5740c29bb9085940b20f0","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/elasticsearch-hnsw/work/bvb.log","1730","9d70b005d8509535b7f09c51f907c353750b7936f4dee254e0422a65ca25f96d","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/faiss-hnsw/.done","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/faiss-hnsw/results/artificial-corr-12-original/100/faiss-hnsw/euclidean_256_M_128_efConstruction_400.csv","644310","00ccb1c64c8332e0add55ea6b4d77047480a2b7e2bc275d637011c7a1ff7331b","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/faiss-hnsw/results/artificial-corr-12-original/100/faiss-hnsw/euclidean_256_M_32_efConstruction_100.csv","642043","66fc8581b28f4e07d669a088ff3f71e56ef099cbb121a40147e9d130ac7002cb","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/faiss-hnsw/results/artificial-corr-12-original/100/faiss-hnsw/euclidean_256_M_32_efConstruction_400.csv","649402","2a5997d3df105603f59b66c0d951c27a8e0fb215511967d66ccfa2b579b9e05b","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/faiss-hnsw/results/artificial-corr-12-original/100/faiss-hnsw/euclidean_256_M_64_efConstruction_100.csv","641829","fbea69f689c4cb19e59b092d6ae85a7e5a99091b4f4b04f22deb434ceb0f5786","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/faiss-hnsw/results/artificial-corr-12-original/100/faiss-hnsw/euclidean_256_M_64_efConstruction_400.csv","642446","ca19e2fa4d0386791a1480133877db159b61be55554784f977ff2dad65f40b47","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/faiss-hnsw/run_manifest.json","422","7e52de9230c353eafcecdc76c153653246eff6e2d40ecbc8ec175c66afa419cf","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/faiss-hnsw/work/bvb.log","1562","68c772ed287406894ebc8f89fde366293ab3ef385de5786f63bd8239657b699e","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/hnswlib-hnsw/.done","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/hnswlib-hnsw/results/artificial-corr-12-original/100/hnswlib-hnsw/euclidean_256_M_128_efConstruction_400.csv","649545","ae96e7938fa07a18472dff6f39b6004979a348743a73faf0090b4f58c3ba5c44","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/hnswlib-hnsw/results/artificial-corr-12-original/100/hnswlib-hnsw/euclidean_256_M_32_efConstruction_100.csv","651654","7bad92de94dadd64f98b25c687ae04d8a08c88e10c29ce1703941d313a00d611","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/hnswlib-hnsw/results/artificial-corr-12-original/100/hnswlib-hnsw/euclidean_256_M_32_efConstruction_400.csv","649416","6be1a479de794830d1f757e5a0815cdc482dc6f9fa909883957a97712289929f","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/hnswlib-hnsw/results/artificial-corr-12-original/100/hnswlib-hnsw/euclidean_256_M_64_efConstruction_100.csv","648765","c20070d8a4e6814a309b3f18e41b0cd4ad237583190c9fbd86a2122f5228d3b6","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/hnswlib-hnsw/results/artificial-corr-12-original/100/hnswlib-hnsw/euclidean_256_M_64_efConstruction_400.csv","646410","ea8055c411babc60e706f05aeb5c84e4dcbb5b106013af1fe77baece05474e65","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/hnswlib-hnsw/run_manifest.json","423","c063dd953489469e291de9a06a5bca8f12ce62e58e71fd2adf8af95ed1553503","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/hnswlib-hnsw/work/bvb.log","1604","ee9ab16d2a6bdc2c969fa5ae66f781bfc99c85b1ac96b55f916c56b8d618d2f4","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/irangegraph/.done","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/irangegraph/M128_EFC400/build.log","550","c51069c920cd9ff9abc0b5ebb85ea093e41bcb10d6bd17d5537fd701333139d0","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/irangegraph/M128_EFC400/result17.csv","153","fa2f4170eeb0591f318d5c3dae87f1147dcd92b111d4cba5d18c1a66b9395519","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/irangegraph/M128_EFC400/search.log","1359","ea2dbc7fcf3a6dd02945edc0861ec31f89d98b06a4944c0a79d862d00649181c","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/irangegraph/M32_EFC100/build.log","550","cd656f294b33fb076510025725d30cf78b1aacd72ef632fdb8302832cf34b7f7","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/irangegraph/M32_EFC100/result17.csv","152","4c5a6401fb3acdf37d612a68927e496591e589bc9a11aabf0e1f084d1531ef39","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/irangegraph/M32_EFC100/search.log","1350","8dcfcac650026a51c8f6245cdfb157f589047782cf68eb1411acfdb372e95930","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/irangegraph/M32_EFC400/build.log","549","01b33feb197916dee5d41c78e017e593462bb2b00103e6e54ab3b3a19e4210db","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/irangegraph/M32_EFC400/result17.csv","151","b08652c5548995006510bc9583165ec64aa1c6a0b99975033bf72ded985ee943","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/irangegraph/M32_EFC400/search.log","1357","c1af87ae967720accdbafd57a6d319db9aa66ed49fccd1e94a7e71a4e62efa80","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/irangegraph/M64_EFC100/build.log","550","f8ad5326053347599e58f91c75648e66112181516379e79680cbfa30a794453b","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/irangegraph/M64_EFC100/result17.csv","154","e8e59b81a2f7330eaf4c93dd69de7be970b10e7bc0125f3e48fb4df318929940","github_candidate",""
"results/raw/correlation_campaign_20260813/correlation_campaign_20260813/jobs/artificial-corr-12-original/irangegraph/M64_EFC100/search.log","1358","3e5c328d92959447e8ed7397f3fbc59319675083d64439360e28db16edb041dd","github_candidate",""
